X1	X2	Y
-3.34	4.95	3
-0.41	8.70	3
-3.81	9.85	3
-3.76	17.19	3
2.08	-3.08	3
2.55	-2.94	3
-2.32	4.76	3
4.33	-16.83	3
-2.68	12.22	3
-3.09	8.24	3
1.97	-4.70	3
-0.21	-0.03	3
-2.18	10.67	3
1.73	-2.82	3
1.57	-0.38	3
-4.69	8.01	3
-0.99	0.21	3
1.94	0.77	3
1.17	-7.56	3
2.69	-13.37	3
3.75	-9.94	3
-2.88	8.80	3
-3.57	10.66	3
-0.94	1.37	3
-0.40	5.88	3
0.98	-2.50	3
-4.70	15.52	3
-1.36	-0.42	3
2.62	-1.12	3
-0.17	1.29	3
-1.85	6.56	3
-6.03	19.48	3
2.98	-13.54	3
-1.30	-1.67	3
-2.18	7.56	3
-3.92	20.21	3
-2.14	10.28	3
2.07	-3.52	3
-0.33	-3.01	3
0.60	7.39	3
-1.92	11.47	3
1.45	-4.08	3
1.43	-5.16	3
-3.89	10.32	3
4.88	-19.78	3
3.77	-13.59	3
-5.87	19.85	3
3.63	-15.82	3
0.21	-6.23	3
-4.93	20.23	3
-2.70	11.57	3
4.99	-14.58	3
-0.16	-8.58	3
-3.64	12.38	3
1.41	-6.11	3
-3.23	6.31	3
0.93	-4.60	3
-4.79	20.79	3
-1.16	-5.67	3
0.31	-1.98	3
0.53	-4.04	3
2.60	-4.10	3
0.64	-3.64	3
-0.74	-2.81	3
-1.19	4.01	3
1.91	-3.52	3
-0.82	1.41	3
-1.75	9.60	3
-1.21	2.75	3
-1.03	-2.31	3
-1.61	5.25	3
0.59	1.76	3
1.14	-5.69	3
-0.25	0.19	3
3.86	-17.74	3
3.46	-10.94	3
-1.47	7.18	3
-5.25	12.85	3
-0.67	-6.23	3
-0.43	-0.31	3
-0.76	-1.04	3
-2.84	11.39	3
1.98	-9.91	3
1.27	-0.18	3
-1.12	-1.20	3
2.04	-11.66	3
-1.06	10.00	3
-2.15	6.56	3
2.43	1.61	3
-1.07	9.39	3
0.61	2.33	3
-3.84	16.54	3
0.30	0.24	3
2.50	-10.58	3
-2.51	-0.45	3
-0.83	-0.85	3
1.91	-0.82	3
-0.32	3.01	3
0.65	-2.07	3
2.25	-11.33	3
-3.64	10.22	3
-1.09	8.30	3
0.61	-5.55	3
-2.47	2.14	3
1.22	-2.63	3
-2.00	0.99	3
4.49	-16.50	3
1.69	-6.07	3
-1.96	4.60	3
-3.06	9.10	3
-1.30	9.92	3
-8.51	26.67	3
3.39	-7.74	3
-0.84	3.77	3
-1.51	10.18	3
2.18	-2.24	3
0.66	-4.66	3
-0.87	5.51	3
-2.01	1.65	3
-2.04	3.70	3
6.27	-16.49	3
2.84	-10.10	3
1.44	-4.73	3
0.15	4.70	3
1.71	1.14	3
0.35	0.14	3
-0.23	2.12	3
3.83	-10.56	3
3.06	-9.31	3
4.08	-13.30	3
-0.97	4.17	3
-3.18	7.73	3
-0.39	5.16	3
1.34	-1.94	3
-2.47	8.43	3
-0.63	7.50	3
0.55	1.14	3
-1.41	7.82	3
-0.74	5.77	3
1.12	-1.56	3
1.11	3.12	3
-1.01	-1.86	3
-4.90	11.87	3
-1.89	2.09	3
-3.48	13.22	3
-0.38	-0.04	3
0.57	-2.81	3
2.02	-12.58	3
-4.82	21.01	3
2.78	-13.53	3
1.43	1.12	3
-0.67	5.03	3
0.03	-2.76	3
-3.36	5.01	3
-0.45	1.59	3
0.19	3.28	3
0.47	1.06	3
0.14	0.61	3
-0.40	1.48	3
-3.47	9.88	3
-1.68	0.97	3
0.19	-0.59	3
-7.28	18.34	3
-2.62	10.12	3
0.66	-0.27	3
-6.12	16.12	3
0.81	-4.33	3
1.27	-4.43	3
-2.91	7.47	3
0.12	1.45	3
-1.22	8.35	3
-2.12	2.69	3
-4.61	19.71	3
-1.81	4.52	3
1.25	-9.05	3
1.34	-1.90	3
1.55	-4.29	3
-0.45	1.47	3
0.95	-4.92	3
-1.12	7.70	3
2.65	-8.54	3
-2.18	12.42	3
-4.80	14.02	3
-2.47	5.07	3
-0.38	5.57	3
0.73	-3.48	3
2.06	-3.91	3
0.17	-3.80	3
4.38	-11.49	3
0.81	-2.90	3
0.00	-0.78	3
2.42	-12.03	3
-0.11	-2.59	3
4.36	-16.45	3
1.51	-3.16	3
-3.02	5.79	3
5.23	-23.26	3
3.20	-14.18	3
2.09	-10.93	3
0.81	1.60	3
-3.25	10.02	3
1.94	-4.92	3
-1.46	0.32	3
4.05	-14.37	3
3.52	-10.15	3
-1.30	8.29	3
-2.03	11.16	3
-0.90	4.44	3
0.12	0.89	3
2.67	-12.38	3
2.32	-3.38	3
1.69	-11.81	3
1.94	-6.67	3
3.32	-5.08	3
-2.72	10.34	3
-0.07	1.63	3
-2.22	8.64	3
0.71	-7.00	3
0.14	3.05	3
0.92	-1.64	3
0.24	-1.78	3
4.04	-12.23	3
4.43	-11.11	3
-1.54	7.38	3
0.08	-1.70	3
-1.10	1.09	3
2.04	-4.28	3
-7.36	25.12	3
1.35	-3.72	3
-2.24	8.59	3
0.59	-3.91	3
0.06	0.40	3
-3.14	7.06	3
2.53	-7.49	3
1.15	-7.20	3
0.17	4.50	3
0.27	5.20	3
0.41	-7.09	3
2.67	-14.50	3
0.31	-6.48	3
-5.34	17.59	3
-2.67	12.05	3
6.20	-24.95	3
-1.96	8.10	3
-0.23	2.37	3
0.77	-5.12	3
0.45	6.18	3
-0.40	-0.42	3
-0.97	2.12	3
-1.34	3.54	3
1.50	-3.46	3
-0.05	1.67	3
3.03	-10.14	3
1.04	0.69	3
0.20	-3.39	3
5.58	-19.57	3
1.03	-12.60	3
-2.55	12.19	3
3.41	-10.92	3
-1.52	3.76	3
0.25	-4.77	3
-4.40	20.48	3
-1.79	7.05	3
0.97	-0.96	3
-1.67	9.80	3
3.64	-10.40	3
2.25	-7.99	3
1.23	-2.02	3
2.44	-12.47	3
0.82	-2.49	3
0.14	2.12	3
-0.94	0.99	3
2.12	-6.05	3
0.08	-0.82	3
-0.92	3.26	3
-2.90	21.03	3
2.37	0.15	3
1.85	-7.95	3
-2.49	8.39	3
-2.89	11.80	3
2.86	-4.61	3
-2.16	1.59	3
6.70	-23.01	3
0.51	-0.98	3
0.37	-6.59	3
3.83	-13.19	3
-1.42	1.24	3
0.89	4.81	3
-6.96	20.97	3
0.70	-5.18	3
-3.18	12.24	3
0.93	0.49	3
-3.95	11.68	3
1.54	-3.14	3
4.45	-11.00	3
-3.92	14.13	3
1.82	-10.66	3
2.30	-9.82	3
1.87	-0.31	3
2.50	-6.83	3
2.97	-10.35	3
1.72	-4.76	3
-2.89	9.42	3
-0.68	3.01	3
1.20	-1.28	3
-2.30	10.50	3
-3.78	14.34	3
0.75	-3.66	3
-2.49	9.11	3
-3.96	12.08	3
1.38	-3.65	3
0.23	0.70	3
-1.96	3.86	3
-6.63	21.16	3
-1.72	5.20	3
-0.42	1.80	3
-0.97	3.26	3
-0.56	0.73	3
-3.42	2.87	3
9.45	-31.05	3
-5.24	16.51	3
2.18	-9.93	3
1.57	-6.27	3
2.38	-13.18	3
0.72	-1.10	3
1.56	-4.05	3
-1.06	4.73	3
0.27	-6.35	3
2.91	-6.44	3
0.40	-5.97	3
-4.94	14.10	3
-3.05	15.68	3
5.15	-16.97	3
-0.09	-0.85	3
-4.61	14.04	3
3.06	-11.97	3
-5.21	21.73	3
1.03	-2.90	3
-4.89	14.60	3
-0.37	-5.66	3
0.52	0.05	3
-1.22	4.97	3
2.50	-11.13	3
0.83	0.49	3
-6.45	22.04	3
-3.11	6.24	3
1.07	-3.01	3
5.74	-23.88	3
2.93	-10.34	3
2.10	-8.71	3
-1.71	-1.99	3
-3.08	8.31	3
-1.41	12.16	3
1.17	-0.49	3
-0.30	6.11	3
3.44	-8.71	3
2.29	-7.85	3
-2.21	10.28	3
-2.25	6.97	3
0.06	1.84	3
2.99	-9.04	3
0.77	0.80	3
2.58	-9.62	3
-1.37	10.00	3
-3.48	10.61	3
1.31	-3.14	3
-4.30	10.68	3
0.40	-7.14	3
-0.64	2.58	3
-2.06	6.58	3
0.82	-5.27	3
-0.69	-1.00	3
-0.86	7.12	3
-0.06	0.44	3
-3.69	16.17	3
2.30	-12.18	3
-0.35	-0.22	3
-4.02	16.04	3
-6.08	20.60	3
-1.45	6.79	3
2.62	-8.07	3
-0.46	-0.62	3
3.60	-7.79	3
-1.02	0.85	3
-0.60	2.82	3
2.73	-8.69	3
1.53	-6.84	3
2.39	-9.35	3
-1.91	-1.08	3
1.72	-8.56	3
2.22	-11.54	3
-1.95	4.96	3
5.55	-17.33	3
-1.76	8.71	3
4.93	-18.16	3
-1.72	9.84	3
-2.59	4.89	3
-2.19	3.42	3
4.49	-13.63	3
-2.16	5.63	3
1.06	-5.00	3
-1.73	5.34	3
0.52	6.09	3
-2.00	3.32	3
-6.21	19.55	3
-3.83	8.59	3
2.88	-11.49	3
-1.78	8.42	3
-4.49	7.50	3
1.33	-1.76	3
1.10	-1.95	3
-3.27	14.85	3
-2.33	11.65	3
1.80	-6.47	3
-5.95	15.80	3
2.19	-5.21	3
-3.93	8.77	3
-1.60	3.93	3
0.31	-5.30	3
-0.71	3.42	3
2.17	-4.88	3
-3.00	5.34	3
-1.67	7.71	3
0.50	-3.53	3
4.45	-10.32	3
-3.11	6.18	3
5.99	-13.68	3
3.39	-16.10	3
-0.98	2.03	3
-3.58	8.60	3
1.76	-0.83	3
-0.87	2.80	3
4.67	-10.81	3
-2.41	8.16	3
-0.41	-2.25	3
0.50	-6.11	3
0.07	2.66	3
-0.63	-1.73	3
3.20	-15.06	3
-3.56	11.59	3
1.90	-1.99	3
0.32	-2.73	3
2.13	-5.79	3
-0.33	4.13	3
-4.36	14.50	3
-0.78	2.92	3
1.40	0.44	3
-0.37	4.80	3
-1.98	11.13	3
1.03	-5.39	3
-1.97	6.74	3
-0.03	1.79	3
3.92	-12.33	3
1.18	-0.54	3
-4.70	12.36	3
-1.58	7.68	3
-3.15	8.94	3
-0.11	-1.27	3
1.05	-1.37	3
