X1	X2	G
-1.19	3.94	3
-0.34	8.73	3
0.88	13.05	3
-0.52	6.87	3
0.15	10.45	3
1.84	19.21	3
-1.40	6.28	3
0.33	11.82	3
0.90	13.22	3
0.92	15.68	3
-0.19	10.27	3
0.38	12.58	3
0.70	14.19	3
-2.08	-0.09	3
-0.17	8.40	3
0.51	13.23	3
0.39	13.78	3
0.68	14.38	3
-0.94	4.84	3
-0.09	7.24	3
-2.09	-0.51	3
0.58	11.20	3
-0.35	7.52	3
-0.69	6.96	3
1.42	17.79	3
-1.30	1.76	3
-1.19	3.45	3
0.64	11.91	3
-0.01	10.76	3
-0.03	9.89	3
0.26	11.25	3
1.13	14.95	3
-0.01	9.12	3
1.32	16.02	3
2.17	20.29	3
-1.55	1.76	3
0.25	12.32	3
-1.64	1.92	3
1.03	14.33	3
-0.83	4.02	3
-0.30	8.07	3
0.55	13.40	3
1.16	17.27	3
-1.24	3.94	3
-0.83	7.81	3
0.84	15.26	3
0.11	9.81	3
-0.62	5.86	3
0.53	12.81	3
-1.50	1.67	3
1.19	16.48	3
1.18	17.13	3
-0.23	8.00	3
0.35	10.18	3
0.39	12.50	3
0.26	13.30	3
0.21	10.71	3
-2.22	0.40	3
0.18	10.30	3
-0.28	8.85	3
0.98	13.77	3
0.80	13.81	3
-0.14	7.69	3
-1.16	3.29	3
0.66	14.17	3
0.14	9.70	3
-1.30	4.30	3
0.65	14.94	3
0.72	13.15	3
-3.10	-5.24	3
-0.63	7.47	3
1.84	19.04	3
0.04	9.89	3
0.80	15.13	3
-0.52	6.83	3
-2.34	-1.14	3
0.53	12.00	3
0.08	9.61	3
-0.41	7.19	3
-1.26	4.53	3
1.18	15.52	3
-2.50	-3.20	3
0.50	13.41	3
-0.04	9.39	3
0.10	9.65	3
0.21	11.17	3
1.00	16.71	3
0.56	12.90	3
-0.01	9.71	3
0.27	10.70	3
0.15	11.65	3
0.83	12.96	3
-1.19	2.49	3
-1.31	3.81	3
-1.10	3.30	3
-0.63	7.14	3
-0.19	10.13	3
-1.90	-0.35	3
-0.70	8.56	3
2.03	18.83	3
-0.73	5.92	3
0.05	9.20	3
-0.98	5.32	3
0.45	12.41	3
-1.08	5.08	3
0.17	9.94	3
-0.70	7.20	3
0.87	14.80	3
-0.08	9.75	3
-1.45	3.07	3
-0.53	7.82	3
0.00	10.86	3
0.16	10.39	3
-1.78	0.54	3
-0.13	9.76	3
1.20	15.73	3
0.52	13.62	3
-0.86	6.03	3
0.13	12.63	3
-1.01	4.53	3
-0.04	7.60	3
0.20	11.34	3
-0.08	8.72	3
1.31	16.26	3
0.66	12.24	3
-1.06	5.22	3
0.44	12.14	3
1.15	15.52	3
1.47	18.27	3
0.52	13.37	3
-0.85	6.46	3
1.00	15.01	3
-0.23	9.22	3
-1.12	4.84	3
-0.06	10.71	3
0.23	11.97	3
-0.94	6.38	3
-0.36	9.67	3
2.05	19.93	3
0.32	10.96	3
-0.30	8.41	3
0.48	12.33	3
1.57	17.98	3
-1.22	3.35	3
-0.18	8.05	3
-0.40	7.26	3
0.49	12.42	3
0.74	14.13	3
1.33	15.10	3
1.14	16.25	3
1.98	19.67	3
-0.27	9.70	3
1.11	14.00	3
0.84	15.14	3
-1.88	0.69	3
-1.01	3.47	3
-1.46	3.72	3
-0.08	9.98	3
0.11	9.56	3
0.41	12.21	3
-0.28	6.31	3
1.66	17.81	3
0.42	14.00	3
-0.16	7.99	3
-0.19	8.72	3
0.76	14.55	3
0.04	9.86	3
0.98	13.92	3
-0.34	9.02	3
-1.05	4.80	3
-0.26	7.69	3
-0.36	8.09	3
-0.61	5.53	3
-0.34	7.61	3
-0.67	6.20	3
-0.92	7.18	3
-0.46	6.81	3
0.33	10.77	3
-0.65	5.49	3
1.60	18.09	3
0.17	9.94	3
-0.49	6.36	3
-0.31	8.54	3
-0.23	9.54	3
-1.64	2.41	3
0.94	16.30	3
-1.16	3.28	3
0.94	14.68	3
-0.82	5.57	3
0.47	11.55	3
-0.10	9.47	3
0.25	12.22	3
0.83	13.89	3
-0.27	8.15	3
-0.82	7.73	3
1.29	16.76	3
0.47	13.45	3
0.86	12.12	3
-0.12	9.28	3
1.06	16.45	3
1.42	18.08	3
-0.32	9.28	3
0.69	14.60	3
-0.06	10.49	3
0.01	9.28	3
0.23	13.01	3
-0.81	7.56	3
0.34	12.21	3
0.81	15.18	3
0.33	10.99	3
-0.69	5.46	3
-1.17	3.10	3
-0.15	8.79	3
-1.15	3.77	3
1.66	17.94	3
0.12	8.75	3
-0.26	9.25	3
1.82	19.29	3
0.97	15.55	3
0.52	13.20	3
0.51	11.98	3
-1.53	1.28	3
-0.28	8.10	3
-0.72	6.21	3
-1.98	0.77	3
0.95	14.50	3
1.42	17.17	3
0.14	9.77	3
0.88	15.14	3
-2.49	-3.41	3
-1.41	3.47	3
0.70	12.94	3
0.81	14.72	3
-0.28	7.85	3
-0.60	5.26	3
1.11	16.47	3
0.08	10.68	3
-0.49	8.83	3
0.23	11.91	3
-0.61	5.63	3
0.23	11.68	3
-1.84	0.39	3
-0.58	6.64	3
0.47	10.89	3
0.61	13.59	3
-1.54	2.51	3
-0.03	9.25	3
-0.82	6.47	3
-0.05	8.45	3
0.53	12.23	3
1.32	17.48	3
-0.77	7.17	3
0.94	16.74	3
-0.20	10.14	3
1.40	16.48	3
1.00	13.58	3
-0.81	6.49	3
-1.00	4.39	3
-0.26	7.75	3
-0.76	6.12	3
0.51	11.69	3
-0.35	6.70	3
-1.85	-0.90	3
-0.77	6.01	3
-0.23	7.21	3
-2.26	-1.80	3
1.18	16.41	3
-0.46	6.94	3
-0.94	6.09	3
-0.15	8.06	3
2.81	24.47	3
1.38	17.43	3
0.43	12.84	3
0.79	13.30	3
-2.08	0.36	3
-1.61	0.44	3
-1.68	1.45	3
0.48	12.36	3
-2.11	-1.10	3
1.77	19.45	3
-1.03	5.58	3
-0.89	6.34	3
1.17	16.25	3
0.15	10.54	3
0.16	9.74	3
0.57	13.62	3
-0.84	5.72	3
-0.49	7.33	3
-1.45	2.43	3
-0.46	7.70	3
-0.63	6.75	3
-0.15	9.72	3
-0.08	10.40	3
-1.19	3.26	3
0.15	11.36	3
0.73	13.21	3
-0.47	8.63	3
0.72	13.72	3
0.89	15.46	3
0.21	9.46	3
-0.20	9.57	3
2.18	20.40	3
0.08	10.53	3
0.54	13.00	3
-0.52	6.63	3
-1.66	0.56	3
1.23	16.68	3
-1.54	3.36	3
-1.92	0.72	3
-1.44	3.23	3
0.51	12.67	3
0.46	13.71	3
-2.22	-1.52	3
1.06	13.97	3
-0.76	6.67	3
1.09	15.15	3
-0.28	8.47	3
-0.14	10.39	3
-0.97	6.02	3
-0.44	7.68	3
-0.06	9.22	3
-0.78	6.43	3
-1.36	2.68	3
-0.20	9.84	3
0.03	11.33	3
-0.38	8.08	3
-0.57	7.23	3
0.95	13.43	3
-0.73	5.40	3
0.68	12.43	3
0.54	13.53	3
1.33	16.73	3
0.13	10.52	3
-0.67	5.93	3
0.78	14.41	3
0.64	13.44	3
0.97	17.18	3
-0.60	6.73	3
0.93	14.26	3
0.72	11.77	3
-1.19	4.75	3
-1.03	4.70	3
0.13	10.25	3
-0.24	9.88	3
0.64	12.64	3
1.60	19.37	3
0.07	11.01	3
-0.24	8.61	3
0.85	16.36	3
-2.40	-2.90	3
-0.26	10.50	3
0.29	12.16	3
2.08	20.47	3
0.15	12.01	3
0.99	14.63	3
-0.14	9.17	3
-0.23	9.09	3
0.98	16.37	3
-0.58	8.13	3
1.83	19.19	3
0.00	9.59	3
-0.17	8.67	3
-0.76	4.32	3
0.63	13.75	3
0.73	13.06	3
0.72	13.03	3
0.03	10.05	3
1.01	15.64	3
1.67	16.49	3
1.04	15.48	3
-0.03	9.73	3
-0.14	9.50	3
0.84	14.86	3
0.30	11.75	3
0.28	11.26	3
0.49	13.48	3
-1.43	3.37	3
1.02	15.83	3
-0.71	6.96	3
0.66	15.04	3
-1.39	0.37	3
-1.37	2.86	3
-0.39	8.50	3
-0.18	9.93	3
0.87	13.68	3
-1.76	0.66	3
0.42	10.86	3
0.83	14.42	3
-0.05	8.51	3
0.41	12.22	3
0.78	15.27	3
0.10	10.90	3
-2.06	1.02	3
0.89	13.28	3
0.40	12.53	3
-0.07	10.24	3
0.22	10.98	3
-0.16	8.28	3
-1.02	2.76	3
-1.14	5.07	3
0.51	12.69	3
-0.36	8.05	3
0.08	11.71	3
-1.53	2.38	3
1.52	17.15	3
1.24	16.01	3
1.56	17.26	3
-0.70	6.82	3
0.72	14.86	3
1.00	17.39	3
0.07	10.53	3
